#{"t_start": 1741813880.028079, "env_id": "None"}
r,l,t
-0.043537,82,4992.865879
-0.043245,83,4993.793438
-0.040737,85,4994.744295
-0.043017,83,4995.684771
-0.042811,82,4996.602906
-0.043007,84,4997.542591
-0.042972,83,4998.471268
-0.042387,83,4999.401818
-0.042325,84,5000.341828
-0.04227,83,5001.272537
-0.042778,82,5002.191294
-0.042103,83,5003.120282
-0.042307,4,5003.164842
-0.042505,83,5004.092662
-0.041865,84,5005.036491
-0.042445,83,5005.964735
-0.041673,86,5006.927848
-0.041181,85,5007.877886
-0.043295,83,5008.807974
-0.041701,84,5009.74697
-0.04122,85,5010.701114
-0.042159,84,5011.642571
-0.042794,83,5012.570671
-0.040664,85,5013.520844
-0.041751,83,5014.449347
-0.042467,1,5014.460678
-0.04139,85,5015.414243
-0.042743,83,5016.340829
-0.043223,83,5017.269229
-0.042073,85,5018.218618
-0.042502,82,5019.136707
-0.041533,84,5020.110656
-0.042913,83,5021.040321
-0.043196,84,5021.986536
-0.042339,85,5022.937088
-0.040705,87,5023.910038
-0.042198,84,5024.861401
-0.043703,83,5025.79826
-0.042296,84,5026.743567
-0.043593,83,5027.677961
-0.041793,85,5028.669923
-0.041854,84,5029.61505
-0.041994,84,5030.564564
-0.041592,85,5031.51942
-0.043158,83,5032.463312
-0.042703,83,5033.407016
-0.043052,84,5034.350246
-0.042918,84,5035.305346
-0.0436,83,5036.240493
-0.043102,82,5037.164649
-0.041858,85,5038.119615
-0.042297,84,5039.063571
-0.041928,84,5040.008495
-0.043243,83,5040.941712
-0.044046,82,5041.862681
-0.042919,83,5042.800694
-0.041966,84,5043.745129
-0.04282,11,5043.868625
-0.041408,83,5044.804106
-0.04301,83,5045.737905
-0.043295,83,5046.674288
-0.043168,83,5047.604841
-0.042398,83,5048.535708
-0.042203,84,5049.47893
-0.042409,84,5050.423854
-0.043403,83,5051.359324
-0.043248,83,5052.290549
-0.043073,84,5053.23508
-0.042839,83,5054.18726
-0.043755,83,5055.139551
-0.040835,85,5056.133222
-0.04362,82,5057.056261
-0.042137,17,5057.247758
-0.042475,1,5057.259156
-0.042472,1,5057.270517
-0.042339,86,5058.296874
-0.041897,85,5059.254425
-0.043074,83,5060.184896
-0.043324,84,5061.143842
-0.042924,83,5062.071765
-0.042084,85,5063.022274
-0.042417,84,5063.958601
-0.042808,82,5064.875261
-0.042227,83,5065.802861
-0.042723,83,5066.732801
-0.042798,85,5067.683148
-0.041666,85,5068.631673
-0.041846,86,5069.592326
-0.042495,83,5070.519093
-0.041644,86,5071.489307
-0.043136,84,5072.435989
-0.041146,85,5073.392353
-0.042,84,5074.339768
-0.04136,84,5075.291517
-0.04044,86,5076.265004
-0.042029,84,5077.211943
-0.042073,85,5078.168691
-0.042198,83,5079.103456
-0.041874,83,5080.038247
-0.042381,84,5080.985301
-0.042755,83,5081.920137
-0.040976,85,5082.882192
-0.044045,83,5083.816228
-0.042527,84,5084.762292
-0.043422,84,5085.721332
-0.042762,83,5086.664785
-0.042545,84,5087.612106
-0.044781,81,5088.54433
-0.043113,84,5089.500814
-0.041849,84,5090.455189
-0.044727,82,5091.38681
-0.040745,86,5092.370625
-0.04383,83,5093.319726
-0.042939,83,5094.259112
-0.042797,82,5095.188049
-0.041967,84,5096.136277
-0.042061,83,5097.076847
-0.042642,84,5098.02446
-0.042629,83,5098.962039
-0.043011,83,5099.89734
-0.042888,83,5100.83688
-0.043716,83,5101.774692
-0.0437,82,5102.701287
-0.042347,84,5103.644269
-0.043884,82,5104.570999
-0.041961,84,5105.527226
-0.042197,83,5106.496753
-0.042667,85,5107.464014
-0.04313,83,5108.429812
-0.043843,83,5109.350934
-0.043634,83,5110.275249
-0.041065,84,5111.212584
-0.043468,82,5112.128982
-0.043031,83,5113.075345
-0.042783,83,5114.00269
-0.043408,82,5114.920139
-0.04101,83,5115.870533
-0.042196,82,5116.794086
-0.043052,83,5117.726879
-0.043939,83,5118.662558
-0.043324,83,5119.587504
-0.042996,82,5120.505799
-0.042474,83,5121.431613
-0.043347,82,5122.346585
-0.042062,83,5123.270834
-0.042847,83,5124.203756
-0.042437,83,5125.138296
-0.043691,82,5126.052735
-0.042525,82,5126.978888
-0.042885,82,5127.900643
-0.041378,83,5128.824907
-0.042785,84,5129.761038
-0.042418,83,5130.692774
-0.04233,83,5131.621161
-0.041719,83,5132.58141
-0.043126,82,5133.500063
-0.042984,82,5134.422109
-0.042783,82,5135.342884
-0.042637,83,5136.275746
-0.041841,83,5137.206629
-0.042585,84,5138.152732
-0.042876,83,5139.076279
-0.042995,82,5139.987091
-0.043024,23,5140.244533
-0.043044,83,5141.166667
-0.042481,82,5142.077594
-0.042377,83,5143.008593
-0.042557,83,5143.928028
-0.042474,83,5144.863412
-0.041815,83,5145.796657
-0.041605,83,5146.726868
-0.04222,82,5147.645469
-0.042617,82,5148.559128
-0.041212,83,5149.484402
-0.042811,82,5150.398767
-0.043084,82,5151.310975
-0.042497,82,5152.25503
-0.043116,82,5153.215809
-0.042743,15,5153.386736
-0.040976,83,5154.32673
-0.042838,82,5155.26154
-0.043095,84,5156.260242
-0.043076,28,5156.57619
-0.043419,83,5157.52773
-0.042595,82,5158.447504
-0.042713,82,5159.372568
-0.04225,83,5160.304767
-0.042415,83,5161.238771
-0.042239,83,5162.164297
-0.042746,82,5163.079452
-0.042789,83,5164.003936
-0.04309,82,5164.921238
-0.04298,82,5165.838898
-0.0429,82,5166.755124
-0.043417,83,5167.67976
-0.042879,82,5168.596038
-0.043162,82,5169.512123
-0.041637,83,5170.441292
-0.042613,82,5171.357331
-0.041843,17,5171.54761
-0.042152,84,5172.48506
-0.043761,81,5173.390294
-0.041109,84,5174.326626
-0.041076,83,5175.2586
-0.043169,82,5176.185496
-0.042169,82,5177.100827
-0.043106,82,5178.01729
-0.042595,3,5178.05129
-0.04305,82,5178.965874
-0.041339,83,5179.890408
-0.041848,83,5180.818081
-0.04424,83,5181.749012
-0.041383,84,5182.686219
-0.042539,82,5183.601862
-0.041321,84,5184.538626
-0.042762,83,5185.467605
-0.043317,84,5186.406052
-0.041689,84,5187.342967
-0.043067,83,5188.268609
-0.04256,83,5189.194077
-0.043796,82,5190.11273
-0.042534,2,5190.135344
-0.043505,84,5191.072964
-0.04276,83,5191.997747
-0.04427,82,5192.912039
-0.044352,82,5193.826192
-0.044009,83,5194.753251
-0.043734,83,5195.679609
-0.043221,82,5196.596045
-0.043359,83,5197.524294
-0.043688,82,5198.448367
-0.043366,83,5199.37781
-0.042916,82,5200.309304
-0.043848,82,5201.245122
-0.04293,82,5202.183746
-0.043274,83,5203.131817
-0.043461,83,5204.078516
-0.042664,82,5205.010279
-0.04241,82,5205.946553
-0.043957,83,5206.891844
-0.044089,83,5207.821494
-0.042667,83,5208.750969
-0.042514,82,5209.688087
-0.043068,22,5209.939496
-0.044089,83,5210.886832
-0.043403,82,5211.823801
-0.044253,83,5212.778698
-0.04401,82,5213.719093
-0.042605,82,5214.651408
-0.044872,82,5215.582927
-0.043658,82,5216.512588
-0.044797,82,5217.442045
-0.043978,82,5218.371541
-0.042474,1,5218.383311
-0.04413,83,5219.321595
-0.04351,82,5220.25343
-0.04462,82,5221.180822
-0.044105,82,5222.109915
-0.042861,17,5222.302977
-0.043498,82,5223.228667
-0.042821,15,5223.398991
-0.044839,82,5224.323036
-0.044707,83,5225.256684
-0.043672,82,5226.176434
-0.043834,84,5227.121629
-0.04463,82,5228.048437
-0.042723,11,5228.172123
-0.044014,82,5229.096452
-0.044244,82,5230.036782
-0.044399,82,5230.963481
-0.043879,82,5231.886631
-0.044419,83,5232.816951
-0.043697,83,5233.747622
-0.043579,84,5234.689716
-0.044526,82,5235.621887
-0.044381,83,5236.555542
-0.043848,83,5237.484092
-0.04445,82,5238.403413
-0.044147,83,5239.330582
-0.044855,82,5240.249495
-0.044426,83,5241.17817
-0.045304,82,5242.094252
-0.044139,82,5243.011361
-0.044865,82,5243.924154
-0.044246,82,5244.874674
-0.043923,83,5245.801721
-0.043281,85,5246.751522
-0.044426,83,5247.678309
-0.043591,84,5248.616014
-0.043706,84,5249.555427
-0.043891,82,5250.471735
-0.043664,82,5251.390221
-0.043732,83,5252.314107
-0.042957,84,5253.25025
-0.043643,83,5254.17469
-0.043692,83,5255.102725
-0.044623,82,5256.016002
-0.044261,83,5256.939426
-0.043744,83,5257.862717
-0.044068,83,5258.787943
-0.04432,83,5259.712256
-0.044037,84,5260.649039
-0.042674,19,5260.863956
-0.04466,82,5261.77724
-0.044328,82,5262.691148
-0.043615,82,5263.604925
-0.044128,83,5264.528792
-0.04278,86,5265.493118
-0.042895,82,5266.408051
-0.043054,14,5266.564826
-0.044124,84,5267.502582
-0.043504,84,5268.437778
-0.044265,83,5269.362897
-0.044298,82,5270.279946
-0.043933,83,5271.205785
-0.043698,83,5272.134716
-0.04451,83,5273.104477
-0.042655,13,5273.251099
-0.043914,83,5274.176054
-0.043822,83,5275.105947
-0.044734,83,5276.030688
-0.043397,85,5276.983758
-0.044781,83,5277.907961
-0.044021,82,5278.824615
-0.043875,83,5279.7495
-0.04386,84,5280.687703
-0.04407,82,5281.604756
-0.04489,83,5282.530799
-0.043501,83,5283.454891
-0.043678,83,5284.381624
-0.043239,82,5285.300323
-0.043875,83,5286.228527
-0.044223,84,5287.201557
-0.043701,84,5288.16338
-0.043304,82,5289.084157
-0.043739,83,5290.059592
-0.044122,82,5290.988439
-0.044967,83,5291.924415
-0.043456,84,5292.874369
-0.044657,83,5293.810711
-0.04407,83,5294.747586
-0.043473,84,5295.71296
-0.043981,82,5296.644434
-0.044682,83,5297.58835
-0.044421,83,5298.531154
-0.043936,83,5299.466735
-0.044282,82,5300.389901
-0.043586,82,5301.311211
-0.043351,84,5302.259686
-0.043123,83,5303.190463
-0.043855,83,5304.119082
-0.042572,2,5304.14153
-0.04257,2,5304.163833
-0.042402,85,5305.117089
-0.043532,84,5306.062085
-0.043533,84,5307.017492
-0.044049,82,5307.945016
-0.044318,83,5308.886313
-0.044009,83,5309.826375
-0.043414,84,5310.78325
-0.044276,83,5311.723202
-0.044701,83,5312.664276
-0.04346,83,5313.605593
-0.044009,83,5314.545536
-0.044171,84,5315.50401
-0.044327,43,5315.991886
-0.043978,83,5316.930856
-0.043734,83,5317.882721
-0.045345,83,5318.845988
-0.044434,83,5319.803271
-0.043652,85,5320.782865
-0.044065,83,5321.724932
-0.045173,82,5322.654382
-0.04484,82,5323.582962
-0.044071,83,5324.527615
-0.042887,84,5325.48351
-0.044163,82,5326.413439
-0.044011,83,5327.357763
-0.044179,83,5328.300084
-0.043436,83,5329.24388
-0.043234,85,5330.210898
-0.043179,83,5331.154393
-0.043467,82,5332.090011
-0.044173,82,5333.03293
-0.045069,82,5333.986481
-0.043681,83,5334.926061
-0.044474,82,5335.85228
-0.044147,82,5336.776099
-0.04455,82,5337.701551
-0.041634,85,5338.658509
-0.044986,84,5339.607949
-0.043978,83,5340.543294
-0.043718,83,5341.479388
-0.043671,82,5342.406701
-0.04474,83,5343.342082
-0.043496,84,5344.286949
-0.043858,83,5345.224129
-0.044231,82,5346.138601
-0.043203,83,5347.062766
-0.044035,82,5347.975516
-0.042582,85,5348.922491
-0.043612,82,5349.837461
-0.044211,82,5350.753925
-0.04365,82,5351.668517
-0.042635,82,5352.583152
-0.042852,84,5353.519515
-0.042888,83,5354.444674
-0.042059,83,5355.378901
-0.043355,83,5356.34232
-0.042784,83,5357.304348
-0.042683,83,5358.314125
-0.043666,82,5359.336176
-0.041841,83,5360.296244
-0.043064,83,5361.246052
-0.043317,83,5362.194853
-0.042315,83,5363.139797
-0.043323,83,5364.085321
-0.042936,84,5365.044164
-0.043357,82,5365.960709
-0.042061,84,5366.898206
-0.043149,83,5367.845767
-0.044144,82,5368.777797
-0.043264,84,5369.733655
-0.043598,82,5370.668484
-0.043835,82,5371.602664
-0.044246,82,5372.533573
-0.043323,82,5373.464251
-0.043207,83,5374.407756
-0.042821,84,5375.363146
-0.042115,86,5376.337324
-0.042582,84,5377.278307
-0.042343,84,5378.215909
-0.043205,83,5379.143269
-0.042746,82,5380.057976
-0.043471,83,5381.000072
-0.041884,83,5381.939687
-0.042554,18,5382.145017
-0.043984,82,5383.073825
-0.042232,84,5384.026251
-0.042526,83,5384.964686
-0.043572,82,5385.894661
-0.040742,86,5386.8687
-0.041947,83,5387.808729
-0.043286,83,5388.745757
-0.042786,83,5389.685681
-0.042948,83,5390.623248
-0.043909,82,5391.54768
-0.043974,84,5392.49733
-0.042076,84,5393.462408
-0.043882,84,5394.427572
-0.041967,84,5395.382573
-0.043479,82,5396.30131
-0.042929,84,5397.240448
-0.042594,83,5398.169147
-0.043251,83,5399.097576
-0.043312,83,5400.02313
-0.0412,85,5400.970106
-0.042898,84,5401.90935
-0.043552,82,5402.826446
-0.04369,83,5403.754141
-0.044089,83,5404.679387
-0.04432,82,5405.609151
-0.043191,83,5406.543398
-0.043626,84,5407.489692
-0.04237,83,5408.424402
-0.044483,83,5409.359961
-0.043413,83,5410.299504
-0.044421,83,5411.233386
-0.043474,84,5412.188704
-0.043218,84,5413.164808
-0.043064,83,5414.105083
-0.044371,84,5415.056237
-0.043695,82,5415.992126
-0.042878,9,5416.095153
-0.043997,83,5417.0327
-0.042759,17,5417.223927
-0.042589,81,5418.139815
-0.04494,82,5419.073886
-0.042786,83,5420.009647
-0.043828,82,5420.935849
-0.04234,30,5421.274911
-0.043483,84,5422.221969
-0.04401,82,5423.145807
-0.043056,84,5424.091253
-0.042865,85,5425.052662
-0.042972,83,5425.98838
-0.043309,82,5426.912867
-0.042342,83,5427.849003
-0.042163,83,5428.783412
-0.042312,84,5429.730853
-0.043191,84,5430.681136
-0.045129,83,5431.615626
-0.044954,83,5432.549541
-0.044362,82,5433.474538
-0.044058,83,5434.409384
-0.043256,83,5435.349676
-0.042909,83,5436.283865
-0.042875,85,5437.243048
-0.044608,82,5438.166065
-0.044675,83,5439.102617
-0.04153,85,5440.05876
-0.043287,83,5440.998987
-0.043613,83,5441.93334
-0.043412,82,5442.869487
-0.043551,83,5443.804356
-0.043301,82,5444.726789
-0.043155,84,5445.677337
-0.044442,83,5446.612757
-0.044361,83,5447.551211
-0.042507,34,5447.934942
-0.044059,85,5448.892895
-0.044278,83,5449.831593
-0.043954,84,5450.779647
-0.044701,83,5451.714492
-0.044703,83,5452.680666
-0.043421,84,5453.669201
-0.044585,82,5454.590659
-0.043206,84,5455.535841
-0.043679,84,5456.492961
-0.043486,84,5457.436233
-0.043788,83,5458.367253
-0.043236,84,5459.307587
-0.044165,85,5460.261259
-0.04432,83,5461.190616
-0.043578,83,5462.115228
-0.044942,84,5463.046629
-0.043766,83,5463.960691
-0.043449,84,5464.893409
-0.042342,84,5465.826672
-0.043204,83,5466.747049
-0.045308,82,5467.711866
-0.045123,83,5468.682723
-0.042428,11,5468.811001
-0.044309,82,5469.741567
-0.044844,82,5470.706162
-0.043631,85,5471.670004
-0.044334,83,5472.606787
-0.044422,84,5473.558568
-0.04451,84,5474.50795
-0.044467,83,5475.450541
-0.043912,83,5476.401457
-0.045749,82,5477.329139
-0.045813,82,5478.24966
-0.043661,85,5479.193211
-0.044654,84,5480.123996
-0.044558,83,5481.046954
-0.041943,19,5481.25816
-0.041653,84,5482.195819
-0.044902,82,5483.105277
-0.043302,84,5484.036336
-0.044881,83,5484.95769
-0.044459,84,5485.89107
-0.043826,83,5486.813103
-0.04474,83,5487.736166
-0.044429,82,5488.645078
-0.043471,85,5489.59168
-0.043845,82,5490.501171
-0.042513,2,5490.523306
-0.043849,84,5491.45686
-0.043217,85,5492.399355
-0.042699,83,5493.31925
-0.042592,17,5493.507407
-0.044887,82,5494.417694
-0.043259,83,5495.343237
-0.04396,82,5496.252001
-0.043263,86,5497.20509
-0.044881,84,5498.136354
-0.042439,83,5499.061262
-0.044525,83,5499.997117
-0.043728,84,5500.943357
-0.044402,82,5501.861684
-0.041938,84,5502.794161
-0.043687,83,5503.714963
-0.04421,86,5504.668614
-0.044792,85,5505.613519
-0.045633,82,5506.522985
-0.043801,83,5507.445068
-0.043306,83,5508.365048
-0.042613,2,5508.387365
-0.045097,84,5509.319339
-0.043886,84,5510.252443
-0.044767,84,5511.184629
-0.043153,82,5512.096462
-0.04365,85,5513.058767
-0.043603,83,5513.986877
-0.042988,85,5514.930101
-0.042869,85,5515.891449
-0.043805,83,5516.815802
-0.042424,83,5517.750198
-0.041633,84,5518.681055
-0.044963,85,5519.626022
-0.044492,83,5520.548983
-0.045164,82,5521.464692
-0.044973,83,5522.385829
-0.043842,82,5523.301228
-0.044386,82,5524.226938
-0.043485,82,5525.160522
-0.045098,82,5526.090687
-0.044401,83,5527.030678
-0.044566,83,5527.966763
-0.045331,83,5528.90342
-0.044258,84,5529.85384
-0.044987,85,5530.815493
-0.044671,84,5531.751625
-0.042469,1,5531.762829
-0.043916,84,5532.695866
-0.042914,83,5533.616075
-0.044151,84,5534.5497
-0.043139,82,5535.461833
-0.045135,83,5536.392945
-0.044018,82,5537.302492
-0.042139,4,5537.347046
-0.042923,84,5538.279043
-0.044463,83,5539.200623
-0.04449,82,5540.108858
-0.04269,84,5541.040399
-0.045049,83,5541.960341
-0.043863,84,5542.892563
-0.044706,82,5543.801126
-0.044069,83,5544.721417
-0.043738,82,5545.634409
-0.043845,83,5546.55476
-0.04449,82,5547.466775
-0.043022,83,5548.387801
-0.042044,86,5549.342283
-0.043861,82,5550.253812
-0.042741,83,5551.174724
-0.041809,83,5552.094778
-0.042626,83,5553.017226
-0.042999,83,5553.937875
-0.043905,84,5554.870276
-0.044062,82,5555.780544
-0.043344,83,5556.700359
-0.042881,84,5557.631771
-0.042278,83,5558.552659
-0.043338,82,5559.463335
-0.043457,82,5560.375619
-0.042976,83,5561.298241
-0.043467,82,5562.209165
-0.043465,82,5563.154466
-0.042071,83,5564.081997
-0.043373,83,5565.002241
-0.042709,82,5565.887305
-0.043079,83,5566.823278
-0.042483,83,5567.758735
-0.042762,84,5568.704
-0.043278,84,5569.65148
-0.042712,18,5569.855808
-0.044385,82,5570.78085
-0.044132,82,5571.710953
-0.042667,83,5572.654455
-0.043162,82,5573.588195
-0.044084,82,5574.537426
-0.043533,82,5575.467553
-0.042828,83,5576.403847
-0.044489,82,5577.328655
-0.043778,82,5578.252703
-0.043261,84,5579.197017
-0.044128,83,5580.132726
-0.042822,85,5581.088938
-0.043261,83,5582.02721
-0.043728,84,5582.96994
-0.04227,84,5583.874979
-0.043095,83,5584.768939
-0.043088,83,5585.66703
-0.043267,83,5586.561345
-0.044168,83,5587.464684
-0.043257,83,5588.387607
-0.04344,83,5589.321269
-0.04296,84,5590.286837
-0.044104,82,5591.22635
-0.04285,82,5592.163892
-0.043522,85,5593.133582
-0.043873,82,5594.058768
-0.044058,83,5594.997648
-0.044076,82,5595.936088
-0.043818,84,5596.886304
-0.04354,83,5597.830935
-0.043384,82,5598.765703
-0.044604,82,5599.697487
-0.044819,83,5600.64041
-0.043921,83,5601.578816
-0.043646,84,5602.527804
-0.043182,83,5603.467903
-0.044405,82,5604.392789
-0.04417,83,5605.333656
-0.042494,2,5605.356387
-0.04249,2,5605.378769
-0.04443,82,5606.305346
-0.042934,83,5607.247661
-0.04334,82,5608.177785
-0.043293,83,5609.114557
-0.044074,84,5610.079601
-0.044196,83,5611.019543
-0.043469,82,5611.944814
-0.042049,88,5612.937487
-0.043858,83,5613.877278
-0.044217,83,5614.81427
-0.043025,84,5615.766491
-0.044099,83,5616.703384
-0.044153,82,5617.630284
-0.044239,83,5618.569252
-0.043102,82,5619.503248
-0.044373,83,5620.447232
-0.0437,83,5621.386603
-0.044715,82,5622.318583
-0.042529,3,5622.35261
-0.042453,5,5622.409232
-0.042471,3,5622.442953
-0.043894,82,5623.371314
-0.044689,83,5624.307096
-0.04316,24,5624.579192
-0.043878,85,5625.543735
-0.044154,85,5626.505272
-0.044853,83,5627.445056
-0.044755,82,5628.370444
-0.044291,82,5629.297958
-0.044607,84,5630.250651
-0.043147,86,5631.22153
-0.044198,83,5632.16317
-0.043127,22,5632.412945
-0.04383,83,5633.370526
-0.0439,83,5634.307388
-0.043702,83,5635.248404
-0.045154,83,5636.182915
-0.044386,84,5637.135292
-0.042882,82,5638.061583
-0.044659,84,5639.008915
-0.043866,85,5639.966657
-0.045065,83,5640.904736
-0.043388,84,5641.861881
-0.044395,82,5642.790832
-0.044214,82,5643.726034
-0.04364,82,5644.656401
-0.043547,86,5645.631598
-0.043287,82,5646.557192
-0.043369,82,5647.493623
-0.043368,85,5648.502836
-0.045084,82,5649.462408
-0.04512,84,5650.414345
-0.043365,82,5651.339508
-0.044714,82,5652.264233
-0.044291,84,5653.213589
-0.0422,84,5654.162865
-0.043758,84,5655.114721
-0.044356,83,5656.086976
-0.045249,83,5657.026407
-0.045341,83,5658.007707
-0.044281,85,5658.96668
-0.043266,84,5659.918327
